	时间	文本	翻译版	大指标	对应指标	判断依据	情感	来源	具体网址	品种
579	2011-02-14 00:00:00	天气转晴利于蔬菜生长。青菜供应量非常充足，各大农贸市场青菜价格明显回落。	The weather turns fine to vegetable growth. The supply of vegetables is very adequate, the major farmers market prices of vegetables fell significantly.	自然环境	天气	天气转晴，价格明显回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/503401.html	蔬菜
580	2010-11-24 00:00:00	11月份以来，随着天气晴好，我市本地蔬菜上市量相比往年增加，市场供应充裕，蔬菜价格逐渐回落。	Since November, with the fine weather, the city's local vegetable market compared to previous years increased, the market supply is abundant, vegetable prices gradually fall.	自然环境	天气	天气晴好，蔬菜价格逐渐回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/467224.html	蔬菜
581	2010-10-22 00:00:00	近来天气适宜蔬菜生长，本地菜大量上市，外加全国各地蔬菜源源不断进入市场，菜价就出现了大幅下降。	Recent weather suitable for vegetable growth, a large number of local dishes listed, plus vegetables from all over the country continue to enter the market, vegetable prices appeared to decline significantly.	自然环境	天气	天气适宜蔬菜生长，菜价出现了大幅下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/449717.html	蔬菜
582	2010-09-07 00:00:00	随着是天气不断转凉，有利于蔬菜生长，蔬菜上市供应量增加，价格还将逐步回落。	As the weather continues to cool, is conducive to vegetable growth, vegetable supply increased, the price will gradually fall.	自然环境	天气	天气不断转凉，价格还将逐步回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/433321.html	蔬菜
583	2010-08-30 00:00:00	近期蔬菜价格回落的原因，主要是天气转凉，有利于蔬菜生长，蔬菜上市供应量增加。	Recent reasons for the decline in vegetable prices, mainly cooler weather, is conducive to vegetable growth, vegetable supply increased.	自然环境	天气	价格回落的原因，天气转凉	负向	中国蔬菜网	http://www.vegnet.com.cn/News/431398.html	蔬菜
584	2010-05-08 00:00:00	气温一下就窜了上来，菜价一下降了下来。	The temperature on the channeling up, vegetable prices fell down.	自然环境	天气	气温上来，菜价降下	负向	中国蔬菜网	http://www.vegnet.com.cn/News/403717.html	蔬菜
585	2009-02-17 00:00:00	最近天气暖和，蔬菜长得快，价钱自然便宜。	Recently the weather is warm, the vegetables grow fast, the price is naturally cheap.	自然环境	天气	天气暖和，价钱便宜	负向	中国蔬菜网	http://www.vegnet.com.cn/News/302975.html	蔬菜
586	2009-02-01 00:00:00	连日天气晴好，申城部分蔬菜价格开始回落。	Days of fine weather, some of the vegetable prices began to fall in Shanghai.	自然环境	天气	天气晴好，价格开始回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/298993.html	蔬菜
587	2008-12-31 00:00:00	近日连续多日天气晴朗，让本地菜农蔬菜种植丰收，肉菜市场上的蔬菜价格也随之回落。	Recently for many days the weather is sunny, so that local vegetable growers harvest, meat market, vegetable prices also will fall.	自然环境	天气	天气晴朗，蔬菜价格也随之回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/293191.html	蔬菜
588	2008-08-29 00:00:00	在进入8月中旬后，降雨开始减少，并且出现连续的晴好天气，这给蔬菜的生长创造了有利的条件。我市蔬菜生产逐渐进入旺季，蔬菜的批发价一路走低	After entering mid-August, the rainfall began to decrease, and there was a continuous fine weather, which created favorable conditions for the growth of vegetables. Vegetable production in our city gradually into the season, the wholesale price of vegetables all the way down	自然环境	天气	降雨开始减少，连续的晴好天气，菜的批发价一路走低	负向	中国蔬菜网	http://www.vegnet.com.cn/News/265453.html	蔬菜
589	2008-03-31 00:00:00	天气晴好，菜价一天一个样，大多在走跌，近期市民菜篮子越拎越轻。	The weather is fine, the price of vegetables a day, mostly in the lower, the recent public basket more carry the more light.	自然环境	天气	天气晴好，菜价大多在走跌	负向	中国蔬菜网	http://www.vegnet.com.cn/News/238455.html	蔬菜
590	2008-03-28 00:00:00	天气转暖后，大棚菜上市品种增多，同时，生长期短的露地菜供应量也在上升，南京“菜篮子”呈现出品种丰富、量多价跌的局面。	"After the weather is warmer, the varieties of greenhouse vegetables increased, while the short supply of open vegetables is also rising, Nanjing ""vegetable basket"" showing a variety of rich, the amount of more than the situation."	自然环境	天气	天气转暖，量多价跌	负向	中国蔬菜网	http://www.vegnet.com.cn/News/63923.html	蔬菜
591	2008-03-26 00:00:00	随着天气回暖，本地蔬菜的供应量明显增加，价格则明显下降。	With the warmer weather, the supply of local vegetables increased significantly, the price was significantly reduced.	自然环境	天气	天气回暖，价格则明显下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/63888.html	蔬菜
592	2008-03-20 00:00:00	由于近两个星期以来气温持续上升天气回暖，济南市部分蔬菜价格出现下降的情况，大路蔬菜集中上市后菜价仍将下降。	As nearly two weeks since the temperature continued to rise in the warmer weather, Jinan, part of the decline in the price of vegetables, vegetables, vegetables will focus on the market after the listing will continue to decline.	自然环境	天气	天气回暖，部分蔬菜价格出现下降的情况	负向	中国蔬菜网	http://www.vegnet.com.cn/News/63765.html	蔬菜
593	2008-03-19 00:00:00	由于天气转暖，外地蔬菜大量涌入我市，本地蔬菜开始上市，我市新鲜蔬菜价格明显降低。	As the weather warming, a large influx of vegetables in the city, the local vegetables began to market, the city's fresh vegetable prices significantly reduced.	自然环境	天气	天气转暖，新鲜蔬菜价格明显降低	负向	中国蔬菜网	http://www.vegnet.com.cn/News/63741.html	蔬菜
594	2008-03-03 00:00:00	温度高了叶菜长得快，再加上现在本地菜供应量很足，价格自然就叫不高了。	High temperature of the leafy vegetables grow fast, coupled with the current supply of local vegetables is enough, the price is naturally not called high.	自然环境	天气	温度高了，价格叫不高	负向	中国蔬菜网	http://www.vegnet.com.cn/News/63475.html	蔬菜
595	2008-02-01 00:00:00	江城再现晴朗天气，外地菜及本地郊菜大量上市，市场供给充足，主要蔬菜价格大多继续回落。	Jiang City to reproduce the sunny weather, foreign dishes and local suburbs a large number of listed, the market supply is sufficient, most of the main vegetable prices continue to fall.	自然环境	天气	晴朗天气，主要蔬菜价格大多继续回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/63028.html	蔬菜
596	2007-05-11 00:00:00	立夏节气过后，由于气温持续走高,不少蔬菜价格明显下降，一些主流蔬菜的价格甚至已接近谷底。 	After the beginning of summer solar terms, due to the temperature continued to rise, many vegetable prices fell significantly, some mainstream vegetable prices even close to the bottom.	自然环境	天气	气温持续走高,不少蔬菜价格明显下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/57293.html	蔬菜
597	2016-12-27 00:00:00	今年入冬以来，除11月份出现短时间急速降温外，天气温暖如夏，适宜蔬菜生长，市场蔬菜供应充足，价格回落	Since the beginning of this year, in addition to a short period of time in November rapid cooling, the weather is warm as summer, suitable for vegetable growth, market supply of vegetables, the price down	自然环境	天气	天气温暖如夏，价格回落	负向	中国寿光蔬菜网	http://www.shucai001.com/News/Detail-33814.html	蔬菜
598	2015-11-23 00:00:00	北上大部分地区已进入秋冬季节，大棚菜冬储菜供应量增多，因此价格总体稳定。	Most of the north area has entered the autumn and winter season, greenhouse vegetable supply of fresh vegetables increased, so the overall price stability.	自然环境	天气	进入秋冬季节，价格总体稳定	中向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201511/t20151123_4910903.htm	蔬菜
599	2015-12-22 00:00:00	寒冷天气的到来，有利于冬笋的生长，近期日上市数量增加，上市量达40吨，价格整体比较平稳	The arrival of cold weather is conducive to the growth of winter bamboo shoots, the recent increase in the number of listed on the market amounted to 40 tons, the overall price is relatively stable	自然环境	天气	寒冷天气到来，价格整体平稳	中向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201512/t20151222_4960053.htm	蔬菜
600	2016-05-23 00:00:00	由于天气渐热的原因，夏令蔬菜需求量不断在增加，上市供应量也随之增加，价格方面整体比较平稳，波动不大。	As the weather is getting hot, the demand for summer vegetables is increasing, and the supply of the market also increases. The overall price is relatively stable and fluctuating.	自然环境	天气	天气渐热，供求平衡，价格平稳	中向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201605/t20160524_5147381.htm	蔬菜
601	2016-08-22 00:00:00	由于近期天气晴好，蔬菜供应充足，整体价格运行比较平稳	Due to the recent fine weather, adequate supply of vegetables, the overall price operation is relatively stable	自然环境	天气	天气晴好，价格平稳	中向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201608/t20160822_5245866.htm	蔬菜
602	2016-11-23 00:00:00	已经进入立冬，但气温比较稳定，蔬菜价格比较稳定	Has entered the beginning of winter, but the temperature is relatively stable, vegetable prices are relatively stable	自然环境	天气	气温稳定，价格稳定	中向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201611/t20161123_5375398.htm	蔬菜
603	2016-12-07 00:00:00	上周天气比较平稳，蔬菜价格基本与上上周保持平衡状态。	Last week the weather was relatively stable, the basic price of vegetables and last week to maintain a balance.	自然环境	天气	天气平稳，价格平衡	中向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201612/t20161207_5400965.htm	蔬菜
604	2015/11/26 	上周菜价波动上行，主要是季节性原因，就是进入冬季以后，蔬菜的生产、运输、保鲜的成本大幅上升，促使菜价上涨。	Last week, the ups and downs of vegetable prices, mainly seasonal reasons, that is, after entering the winter, the vegetable production, transportation, fresh the cost of a substantial increase, prompting vegetable prices.	供给	储存	保鲜的成本大幅上升，菜价上涨。	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201511/t20151126_4915699.htm	蔬菜
